Table,Variable,Frequency,Dimensions,Standard Name,Long Name,Comment,Modeling Realm,Units,Positive,Cell Methods,Cell Measures
Eyr,shrubFrac,yr,longitude latitude time typeshrub,area_fraction,Percentage Cover by Shrub,Percentage of entire grid cell  that is covered by shrub.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Eyr,treeFrac,yr,longitude latitude time typetree,area_fraction,Tree Cover Percentage,Percentage of entire grid cell  that is covered by trees.,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Eyr,vegFrac,yr,longitude latitude time typeveg,area_fraction,Total Vegetated Percentage Cover,"Percentage of grid cell that is covered by vegetation.This SHOULD be the sum of tree, grass (natural and pasture), crop and shrub fractions.",land,%,,area: mean where land over all_area_types time: mean,area: areacella
Eyr,zfullo,yr,longitude latitude olevel time,depth_below_geoid,Depth Below Geoid of Ocean Layer,Depth below geoid,ocean,m,,area: mean where sea time: mean,area: areacello volume: volcello
IyrAnt,acabf,yr,xant yant time,land_ice_surface_specific_mass_balance_flux,Surface Mass Balance Flux,Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,hfgeoubed,yr,xant yant time,upward_geothermal_heat_flux_at_ground_level_in_land_ice,Geothermal Heat Flux Beneath Land Ice,"Upward geothermal heat flux per unit area into the base of grounded land ice. This is related to the geothermal heat flux out of the bedrock, but may be modified by horizontal transport due to run-off and by melting at the interface.",landIce,W m-2,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),area: areacellg
IyrAnt,iareafl,yr,time,floating_ice_shelf_area,Area Covered by Floating Ice Shelves,Total area of the floating ice shelves (the component of ice sheet that flows over ocean),landIce,m2,,area: time: mean where floating_ice_shelf (comment: mask=sftflf),
IyrAnt,iareagr,yr,time,grounded_ice_sheet_area,Area Covered by Grounded Ice Sheet,Total area of the grounded ice sheets (the component of ice sheet resting over bedrock),landIce,m2,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),
IyrAnt,libmassbffl,yr,xant yant time,land_ice_basal_specific_mass_balance_flux,Basal Specific Mass Balance Flux of Floating Ice Shelf,Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf,landIce,kg m-2 s-1,,area: time: mean where floating_ice_shelf (comment: mask=sftflf),area: areacellg
IyrAnt,libmassbfgr,yr,xant yant time,land_ice_basal_specific_mass_balance_flux,Basal Specific Mass Balance Flux of Grounded Ice Sheet,Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet,landIce,kg m-2 s-1,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),area: areacellg
IyrAnt,licalvf,yr,xant yant time,land_ice_specific_mass_flux_due_to_calving,Land Ice Calving Flux,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,lifmassbf,yr,xant yant time,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,Land Ice Vertical Front Mass Balance Flux,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,lim,yr,time,land_ice_mass,Ice Sheet Mass,The ice sheet mass is computed as the volume times density,landIce,kg,,area: sum where ice_sheet time: mean,
IyrAnt,limnsw,yr,time,land_ice_mass_not_displacing_sea_water,Ice Sheet Mass That Does not Displace Sea Water,"The ice sheet mass is computed as the volume above flotation times density. Changes in land_ice_mass_not_displacing_sea_water will always result in a change in sea level, unlike changes in land_ice_mass which may not result in sea level change (such as melting of the floating ice shelves, or portion of ice that sits on bedrock below sea level)",landIce,kg,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),
IyrAnt,litempbotfl,yr,xant yant time,land_ice_basal_temperature,Basal Temperature of Floating Ice Shelf,"Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface.  Cell_methods: area: mean where floating_ice_shelf",landIce,K,,area: time: mean where floating_ice_shelf (comment: mask=sftflf),area: areacellg
IyrAnt,litempbotgr,yr,xant yant time,land_ice_basal_temperature,Basal Temperature of Grounded Ice Sheet,"Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet",landIce,K,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),area: areacellg
IyrAnt,litemptop,yr,xant yant time,temperature_at_top_of_ice_sheet_model,Temperature at Top of Ice Sheet Model,"Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero",landIce,K,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,lithk,yr,xant yant time,land_ice_thickness,Ice Sheet Thickness,The thickness of the ice sheet,landIce,m,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,modelCellAreai,yr,xant yant time,cell_area,The Cell Area of the Ice Sheet Model,Horizontal area of ice-sheet grid cells,landIce,m2,,area: time: mean,area: areacellg
IyrAnt,orog,yr,xant yant time,surface_altitude,Surface Altitude,"The surface called 'surface' means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",land,m,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,sftflf,yr,xant yant time,floating_ice_shelf_area_fraction,Floating Ice Shelf Area Percentage,"Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water",landIce,%,,area: time: mean,area: areacellg
IyrAnt,sftgif,yr,xant yant time,land_ice_area_fraction,Land Ice Area Percentage,"Percentage of grid cell covered by land ice (ice sheet, ice shelf, ice cap, glacier)",land,%,,area: time: mean,area: areacellg
IyrAnt,sftgrf,yr,xant yant time,grounded_ice_sheet_area_fraction,Grounded Ice Sheet Area Percentage,Percentage of grid cell covered by grounded ice sheet,landIce,%,,area: time: mean,area: areacellg
IyrAnt,snc,yr,xant yant time,surface_snow_area_fraction,Snow Area Percentage,Percentage of each grid cell that is occupied by snow that rests on land portion of cell.,landIce,%,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,strbasemag,yr,xant yant time,land_ice_basal_drag,Land Ice Basal Drag,Magnitude of basal drag at land ice base,landIce,Pa,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,tendacabf,yr,time,tendency_of_land_ice_mass_due_to_surface_mass_balance,Total Surface Mass Balance Flux,The total surface mass balance flux over land ice is a spatial integration of the surface mass balance flux,landIce,kg s-1,,area: sum where ice_sheet time: mean,
IyrAnt,tendlibmassbf,yr,time,tendency_of_land_ice_mass_due_to_basal_mass_balance,Total Basal Mass Balance Flux,The total basal mass balance flux over land ice is a spatial integration of the basal mass balance flux,landIce,kg s-1,,area: sum where ice_sheet time: mean,
IyrAnt,tendlicalvf,yr,time,tendency_of_land_ice_mass_due_to_calving,Total Calving Flux,The total calving flux over land ice is a spatial integration of the calving flux,landIce,kg s-1,,area: sum where ice_sheet time: mean,
IyrAnt,topg,yr,xant yant time,bedrock_altitude,Bedrock Altitude,The bedrock topography beneath the land ice,landIce,m,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,xvelbase,yr,xant yant time,land_ice_basal_x_velocity,X-Component of Land Ice Basal Velocity,"A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice.",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,xvelmean,yr,xant yant time,land_ice_vertical_mean_x_velocity,X-Component of Land Ice Vertical Mean Velocity,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,xvelsurf,yr,xant yant time,land_ice_surface_x_velocity,X-Component of Land Ice Surface Velocity,"A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,yvelbase,yr,xant yant time,land_ice_basal_y_velocity,Y-Component of Land Ice Basal Velocity,"A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice.",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,yvelmean,yr,xant yant time,land_ice_vertical_mean_y_velocity,Y-Component of Land Ice Vertical Mean Velocity,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,yvelsurf,yr,xant yant time,land_ice_surface_y_velocity,Y-Component of Land Ice Surface Velocity,"A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.'",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,zvelbase,yr,xant yant time,land_ice_basal_upward_velocity,Upward Component of Land-Ice Basal Velocity,A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). 'basal' means the lower boundary of the atmosphere,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrAnt,zvelsurf,yr,xant yant time,land_ice_surface_upward_velocity,Upward Component of Land-Ice Surface Velocity,A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface called 'surface' means the lower boundary of the atmosphere,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
CFday,albisccp,day,longitude latitude time,cloud_albedo,ISCCP Mean Cloud Albedo,ISCCP Mean Cloud Albedo. Time-means are weighted by the ISCCP Total Cloud Fraction {:cltisccp} - see  http://cfmip.metoffice.com/COSP.html,atmos,1,,area: time: mean where cloud,area: areacella
CFday,ccb,day,longitude latitude time,air_pressure_at_convective_cloud_base,Air Pressure at Convective Cloud Base,"Where convective cloud is present in the grid cell, the instantaneous cloud base altitude should be that of the bottom of the lowest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.",atmos,Pa,,area: time: mean,area: areacella
CFday,cct,day,longitude latitude time,air_pressure_at_convective_cloud_top,Air Pressure at Convective Cloud Top,"Where convective cloud is present in the grid cell, the instantaneous cloud top altitude should be that of the top of the highest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.",atmos,Pa,,area: time: mean,area: areacella
CFday,cl,day,longitude latitude alevel time,cloud_area_fraction_in_atmosphere_layer,Percentage Cloud Cover,"Percentage cloud cover, including both large-scale and convective cloud.",atmos,%,,area: time: mean,area: areacella
CFday,clcalipso,day,longitude latitude alt40 time,cloud_area_fraction_in_atmosphere_layer,CALIPSO Percentage Cloud Cover,Percentage cloud cover in CALIPSO standard atmospheric layers.,atmos,%,,time: mean,area: areacella
CFday,clhcalipso,day,longitude latitude time p220,cloud_area_fraction_in_atmosphere_layer,CALIPSO High Level Cloud Area Percentage,Percentage cloud cover in layer centred on 220hPa,atmos,%,,area: time: mean,area: areacella
CFday,cli,day,longitude latitude alevel time,mass_fraction_of_cloud_ice_in_air,Mass Fraction of Cloud Ice,Includes both large-scale and convective cloud. This is calculated as the mass of cloud ice in the grid cell divided by the mass of air (including the water in all phases) in the grid cell. It includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,kg kg-1,,area: time: mean,area: areacella
CFday,clisccp,day,longitude latitude plev7c tau time,cloud_area_fraction_in_atmosphere_layer,ISCCP Cloud Area Percentage,Percentage cloud cover in optical depth categories.,atmos,%,,area: time: mean,area: areacella
CFday,clivi,day,longitude latitude time,atmosphere_mass_content_of_cloud_ice,Ice Water Path,mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.,atmos,kg m-2,,area: time: mean,area: areacella
CFday,cllcalipso,day,longitude latitude time p840,cloud_area_fraction_in_atmosphere_layer,CALIPSO Low Level Cloud Cover Percentage,Percentage cloud cover in layer centred on 840hPa,atmos,%,,area: time: mean,area: areacella
CFday,clmcalipso,day,longitude latitude time p560,cloud_area_fraction_in_atmosphere_layer,CALIPSO Mid Level Cloud Cover Percentage,Percentage cloud cover in layer centred on 560hPa,atmos,%,,area: time: mean,area: areacella
CFday,cltcalipso,day,longitude latitude time,cloud_area_fraction,CALIPSO Total Cloud Cover Percentage,"Total cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen by the  Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation (CALIPSO) instrument. Includes both large-scale and convective cloud.",atmos,%,,area: time: mean,area: areacella
CFday,cltisccp,day,longitude latitude time,cloud_area_fraction,ISCCP Total Cloud Cover Percentage,"Total cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen by the International Satellite Cloud Climatology Project (ISCCP) analysis. Includes both large-scale and convective cloud.  (MODIS). Includes both large-scale and convective cloud.",atmos,%,,area: time: mean,area: areacella
CFday,clw,day,longitude latitude alevel time,mass_fraction_of_cloud_liquid_water_in_air,Mass Fraction of Cloud Liquid Water,Includes both large-scale and convective cloud. Calculate as the mass of cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cells. Precipitating hydrometeors are included ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,kg kg-1,,area: time: mean,area: areacella
CFday,clwvi,day,longitude latitude time,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,Mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,kg m-2,,area: time: mean,area: areacella
CFday,hur,day,longitude latitude alevel time,relative_humidity,Relative Humidity,"The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",atmos,%,,area: time: mean,area: areacella
CFday,hus,day,longitude latitude alevel time,specific_humidity,Specific Humidity,Specific humidity is the mass fraction of water vapor in (moist) air.,atmos,1,,area: time: mean,area: areacella
CFday,mc,day,longitude latitude alevhalf time,atmosphere_net_upward_convective_mass_flux,Convective Mass Flux,The net mass flux should represent the difference between the updraft and downdraft components.  The flux is computed as the mass divided by the area of the grid cell.,atmos,kg m-2 s-1,up,area: time: mean,area: areacella
CFday,pctisccp,day,longitude latitude time,air_pressure_at_cloud_top,ISCCP Mean Cloud Top Pressure,ISCCP Mean Cloud Top Pressure. Time-means are weighted by the ISCCP Total Cloud Fraction {:cltisccp} - see  http://cfmip.metoffice.com/COSP.html,atmos,Pa,,area: time: mean where cloud,area: areacella
CFday,pfull,day,longitude latitude alevel time,air_pressure,Pressure at Model Full-Levels,Air pressure on model levels,atmos,Pa,,area: time: mean,area: areacella
CFday,phalf,day,longitude latitude alevhalf time,air_pressure,Pressure on Model Half-Levels,Air pressure on model half-levels,atmos,Pa,,area: time: mean,area: areacella
CFday,ps,day,longitude latitude time,surface_air_pressure,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",atmos,Pa,,area: time: mean,area: areacella
CFday,rldscs,day,longitude latitude time,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Longwave Radiation,Surface downwelling clear-sky longwave radiation,atmos,W m-2,down,area: time: mean,area: areacella
CFday,rlutcs,day,longitude latitude time,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,Upwelling clear-sky longwave radiation at top of atmosphere,atmos,W m-2,up,area: time: mean,area: areacella
CFday,rsdscs,day,longitude latitude time,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Shortwave Radiation,Surface solar irradiance clear sky for UV calculations,atmos,W m-2,down,area: time: mean,area: areacella
CFday,rsdt,day,longitude latitude time,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,Shortwave radiation incident at the top of the atmosphere,atmos,W m-2,down,area: time: mean,area: areacella
CFday,rsuscs,day,longitude latitude time,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-Sky Shortwave Radiation,Surface Upwelling Clear-sky Shortwave Radiation,atmos,W m-2,up,area: time: mean,area: areacella
CFday,rsut,day,longitude latitude time,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation,at the top of the atmosphere,atmos,W m-2,up,area: time: mean,area: areacella
CFday,rsutcs,day,longitude latitude time,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,Calculated in the absence of clouds.,atmos,W m-2,up,area: time: mean,area: areacella
CFday,ta,day,longitude latitude alevel time,air_temperature,Air Temperature,Air Temperature,atmos,K,,area: time: mean,area: areacella
CFday,ta700,day,longitude latitude time p700,air_temperature,Air Temperature,Air temperature at 700hPa,atmos,K,,area: time: mean,area: areacella
CFday,ua,day,longitude latitude alevel time,eastward_wind,Eastward Wind,Zonal wind (positive in a eastward direction).,atmos,m s-1,,area: time: mean,area: areacella
CFday,va,day,longitude latitude alevel time,northward_wind,Northward Wind,Meridional wind (positive in a northward direction).,atmos,m s-1,,area: time: mean,area: areacella
CFday,wap,day,longitude latitude alevel time,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"Omega (vertical velocity in pressure coordinates, positive downwards)",atmos,Pa s-1,,area: time: mean,area: areacella
CFday,wap500,day,longitude latitude time p500,lagrangian_tendency_of_air_pressure,Pressure Tendency,"Omega (vertical velocity in pressure coordinates, positive downwards) at 500hPa level;",atmos,Pa s-1,,area: time: mean,area: areacella
CFday,zg,day,longitude latitude alevel time,geopotential_height,Geopotential Height,"Geopotential is the sum of the specific gravitational potential energy relative to the geoid and the specific centripetal potential energy. Geopotential height is the geopotential divided by the standard acceleration due to gravity. It is numerically similar to the altitude (or geometric height) and not to the quantity with standard name height, which is relative to the surface.",atmos,m,,area: time: mean,area: areacella
CF3hr,ci,3hrPt,longitude latitude time1,convection_time_fraction,Fraction of Time Convection Occurs in Cell,Fraction of time that convection occurs in the grid cell.,atmos,1,,area: mean time: point,area: areacella
CF3hr,clc,3hrPt,longitude latitude alevel time1,convective_cloud_area_fraction_in_atmosphere_layer,Convective Cloud Area Percentage,Include only convective cloud.,atmos,%,,area: mean time: point,area: areacella
CF3hr,clic,3hrPt,longitude latitude alevel time1,mass_fraction_of_convective_cloud_ice_in_air,Mass Fraction of Convective Cloud Ice,Calculated as the mass of convective cloud ice  in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,1,,area: mean time: point,area: areacella
CF3hr,clis,3hrPt,longitude latitude alevel time1,mass_fraction_of_stratiform_cloud_ice_in_air,Mass Fraction of Stratiform Cloud Ice,Calculated as the mass of stratiform cloud ice  in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,1,,area: mean time: point,area: areacella
CF3hr,clivi,3hrPt,longitude latitude time1,atmosphere_mass_content_of_cloud_ice,Ice Water Path,mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.,atmos,kg m-2,,area: mean time: point,area: areacella
CF3hr,cls,3hrPt,longitude latitude alevel time1,stratiform_cloud_area_fraction_in_atmosphere_layer,Percentage Cover of Stratiform Cloud,"Cloud area fraction (reported as a percentage) for the whole atmospheric column due to stratiform clouds, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.",atmos,%,,area: mean time: point,area: areacella
CF3hr,clt,3hrPt,longitude latitude time1,cloud_area_fraction,Total Cloud Cover Percentage,"Total cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.",atmos,%,,area: mean time: point,area: areacella
CF3hr,cltc,3hrPt,longitude latitude time1,convective_cloud_area_fraction,Convective Cloud Cover Percentage,"Convective cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes only convective cloud.",atmos,%,,area: mean time: point,area: areacella
CF3hr,clwc,3hrPt,longitude latitude alevel time1,mass_fraction_of_convective_cloud_liquid_water_in_air,Mass Fraction of Convective Cloud Liquid Water,Calculated as the mass of convective cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,1,,area: mean time: point,area: areacella
CF3hr,clws,3hrPt,longitude latitude alevel time1,mass_fraction_of_stratiform_cloud_liquid_water_in_air,Mass Fraction of Stratiform Cloud Liquid Water,Calculated as the mass of stratiform cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,1,,area: mean time: point,area: areacella
CF3hr,clwvi,3hrPt,longitude latitude time1,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,Mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,kg m-2,,area: mean time: point,area: areacella
CF3hr,demc,3hrPt,longitude latitude alevel time1,convective_cloud_longwave_emissivity,Convective Cloud Emissivity,This is the in-cloud emissivity obtained by considering only the cloudy portion of the grid cell.,atmos,1,,area: mean time: point,area: areacella
CF3hr,dems,3hrPt,longitude latitude alevel time1,stratiform_cloud_longwave_emissivity,Stratiform Cloud Emissivity,This is the in-cloud emissivity obtained by considering only the cloudy portion of the grid cell.,atmos,1,,area: mean time: point,area: areacella
CF3hr,dtauc,3hrPt,longitude latitude alevel time1,atmosphere_optical_thickness_due_to_convective_cloud,Convective Cloud Optical Depth,This is the in-cloud optical depth obtained by considering only the cloudy portion of the grid cell,atmos,1,,area: mean time: point,area: areacella
CF3hr,dtaus,3hrPt,longitude latitude alevel time1,atmosphere_optical_thickness_due_to_stratiform_cloud,Stratiform Cloud Optical Depth,This is the in-cloud optical depth obtained by considering only the cloudy portion of the grid cell.,atmos,1,,area: mean time: point,area: areacella
CF3hr,evspsbl,3hrPt,longitude latitude time1,water_evapotranspiration_flux,Evaporation Including Sublimation and Transpiration,Evaporation at surface (also known as evapotranspiration): flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation),atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,grpllsprof,3hrPt,longitude latitude alevhalf time1,stratiform_graupel_flux,Stratiform Graupel Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. Stratiform precipitation, whether liquid or frozen, is precipitation that formed in stratiform cloud. Graupel consists of heavily rimed snow particles, often called snow pellets; often indistinguishable from very small soft hail except when the size convention that hail must have a diameter greater than 5 mm is adopted. Reference: American Meteorological Society Glossary http://glossary.ametsoc.org/wiki/Graupel. There are also separate standard names for hail. Standard names for 'graupel_and_hail' should be used to describe data produced by models that do not distinguish between hail and graupel.",atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,h2o,3hrPt,longitude latitude alevel time1,mass_fraction_of_water_in_air,Mass Fraction of Water,includes all phases of water,atmos,1,,area: mean time: point,area: areacella
CF3hr,hfls,3hrPt,longitude latitude time1,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,"The surface called 'surface' means the lower boundary of the atmosphere. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,hfss,3hrPt,longitude latitude time1,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,"The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.",atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,hurs,3hrPt,longitude latitude time1 height2m,relative_humidity,Near-Surface Relative Humidity,"The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",atmos,%,,area: mean time: point,area: areacella
CF3hr,pfull,3hrPt,longitude latitude alevel time1,air_pressure,Pressure at Model Full-Levels,Air pressure on model levels,atmos,Pa,,area: mean time: point,area: areacella
CF3hr,phalf,3hrPt,longitude latitude alevhalf time1,air_pressure,Pressure on Model Half-Levels,Air pressure on model half-levels,atmos,Pa,,area: mean time: point,area: areacella
CF3hr,pr,3hrPt,longitude latitude time1,precipitation_flux,Precipitation,includes both liquid and solid phases,atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,prc,3hrPt,longitude latitude time1,convective_precipitation_flux,Convective Precipitation,Convective precipitation at surface; includes both liquid and solid phases.,atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,prcprof,3hrPt,longitude latitude alevhalf time1,convective_rainfall_flux,Convective Rainfall Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,prlsns,3hrPt,longitude latitude alevhalf time1,stratiform_snowfall_flux,Stratiform Snowfall Flux,large-scale precipitation of all forms of water in the solid phase.,atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,prlsprof,3hrPt,longitude latitude alevhalf time1,stratiform_rainfall_flux,Stratiform Rainfall Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.  Stratiform precipitation, whether liquid or frozen, is precipitation that formed in stratiform cloud.",atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,prsn,3hrPt,longitude latitude time1,snowfall_flux,Snowfall Flux,At surface; includes precipitation of all forms of water in the solid phase,atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,prsnc,3hrPt,longitude latitude alevhalf time1,convective_snowfall_flux,Convective Snowfall Flux,convective precipitation of all forms of water in the solid phase.,atmos,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,prw,3hrPt,longitude latitude time1,atmosphere_mass_content_of_water_vapor,Water Vapor Path,vertically integrated through the atmospheric column,atmos,kg m-2,,area: mean time: point,area: areacella
CF3hr,ps,3hrPt,longitude latitude time1,surface_air_pressure,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",atmos,Pa,,area: mean time: point,area: areacella
CF3hr,psl,3hrPt,longitude latitude time1,air_pressure_at_mean_sea_level,Sea Level Pressure,Sea Level Pressure,atmos,Pa,,area: mean time: point,area: areacella
